no,date,time,traffic_type,variation_traffic_from,external_ip,internal_ip,protocol,packet_loss,throughput,latency,jitter,ping,packet_length
228,3/19/2024,10:54:41,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,4.13,1.8,47.18,35.65,207,64
229,3/19/2024,10:54:45,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,4.13,3.72,72.48,43.56,206,64
230,3/19/2024,11:16:09,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,6.72,3.7,26.07,6.52,208,64
231,3/19/2024,11:16:14,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,8.33,4.37,42.47,7.06,213,64
232,3/19/2024,11:47:44,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,5.74,3.37,41.4,9.54,205,64
233,3/19/2024,11:47:48,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,4.03,4,25.48,7.59,207,64
234,3/19/2024,12:14:28,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,3.42,4.11,39.03,5.57,218,64
235,3/19/2024,12:14:48,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,3.45,4.4,23.15,3.97,218,64
236,3/19/2024,12:19:13,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,16.24,4.43,39.46,6.08,205,64
237,3/19/2024,12:19:22,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,14.16,4.2,22.95,3.67,203,64
238,3/19/2024,12:41:31,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,2.5,3.6,25.77,6.32,206,64
239,3/19/2024,12:41:39,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,6.9,4.32,40.34,6.82,202,64
240,3/19/2024,12:51:23,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,6.45,3.9,24.05,5.27,204,64
241,3/19/2024,12:51:27,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,6.84,4.29,41.98,4.1,222,64
242,3/19/2024,13:07:48,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,2.44,3.8,26.15,6.95,206,64
243,3/19/2024,13:07:52,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,3.33,3.92,41.32,5.87,203,64
244,3/19/2024,13:21:14,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,8.55,3.2,28.45,11.14,202,64
245,3/19/2024,13:21:18,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,5,3.77,43.43,7.24,202,64
246,3/19/2024,13:32:30,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,4.35,3.6,44.37,13.32,205,64
247,3/19/2024,13:32:34,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,4.35,3.9,28.67,9.95,205,64
248,3/19/2024,13:38:14,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,11.48,3.98,43.35,9.17,205,64
249,3/19/2024,13:38:16,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,9.24,4.2,27.95,8.63,205,64
250,3/19/2024,13:44:25,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,5.08,4.14,39.72,4.42,198,64
251,3/19/2024,13:44:29,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,8.7,3.9,24.23,3.91,199,64
252,3/19/2024,13:49:13,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,12.39,4,48.53,2.29,206,64
253,3/19/2024,13:49:18,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,9.26,4.11,48.79,2.13,205,64
254,3/19/2024,14:23:45,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,4.92,3.1,24.25,9.76,210,64
255,3/19/2024,14:23:49,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,4.13,3.7,42.44,7.59,247,64
256,3/19/2024,14:28:49,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,0.81,3.8,26.64,6.7,209,64
257,3/19/2024,14:28:52,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,3.31,3.87,42.24,7.46,195,64
258,3/19/2024,14:51:09,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,5.88,4.1,26.81,8.5,202,64
259,3/19/2024,14:51:14,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,7.2,4.08,42.99,9.52,204,64
260,3/19/2024,15:07:15,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,11.3,4,25.86,6.8,203,64
261,3/19/2024,15:07:19,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,13.91,3.95,40.97,7.87,203,64
262,3/19/2024,15:19:45,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,0.81,3.9,26.89,5.32,206,64
263,3/19/2024,15:19:50,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,0.8,4.42,42.82,4.83,206,64
264,3/19/2024,15:33:29,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,4.1,4.3,22.84,3.03,209,64
265,3/19/2024,15:33:32,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,5.83,4.42,38.66,3.97,210,64
266,3/19/2024,17:09:24,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,8.62,3.6,25.05,12.52,364,64
267,3/19/2024,17:09:27,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,0,15.04,7.56,2.02,346,64
268,3/19/2024,17:44:16,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,0,14.4,47.94,16.86,277,64
269,3/19/2024,17:44:19,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,0,8.42,12.89,10.39,192,64
270,3/19/2024,19:03:41,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,0,15.9,21.61,5.55,266,64
271,3/19/2024,19:03:45,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,0,6.42,12.94,9.67,214,64
272,3/19/2024,19:13:32,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,2.63,15.5,46.28,12.98,245,64
273,3/19/2024,19:13:45,Voice,VoIP,108.137.97.103,163.116.193.113,ICMP,2.61,15.45,7.79,2.76,195,64
274,3/20/2024,1:30:19,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,1.501056338,22,42,49,632
275,3/20/2024,2:31:23,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,2.728544776,22,50,45,608
276,3/20/2024,2:32:44,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5779661017,22,48,31,1958
277,3/20/2024,2:33:15,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.6483050847,22,50,40,1960
278,3/20/2024,2:34:20,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.3863924051,23,48,33,1967
279,3/20/2024,2:35:17,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.4527659574,21,49,32,1950
280,3/20/2024,2:36:27,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.7619173729,22,50,35,1960
281,3/20/2024,2:37:49,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.7322033898,22,49,36,1959
282,3/20/2024,2:38:10,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5477320675,23,48,31,1967
283,3/20/2024,2:38:50,Video,YouTube,180.244.128.30,192.168.0.112,TCP,1.5,0.6782895479,21,50,33,1953.824236
284,3/20/2024,2:39:03,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.6034188034,20,50,32,1942
285,3/20/2024,2:40:32,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.8305851064,21,50,45,1951
286,3/20/2024,2:40:53,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.6368670886,23,47,35,1966
287,3/20/2024,2:41:15,Video,YouTube,180.244.128.30,192.168.0.112,TCP,2,0.2880303797,23,50,32,1972.799599
288,3/20/2024,2:42:18,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.6455696203,23,46,36,1965
289,3/20/2024,2:48:08,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.3173553719,28,47,32,2011
290,3/20/2024,2:50:31,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.415,26,52,32,1998
291,3/20/2024,2:51:21,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.2393617021,21,50,30,1951
292,3/20/2024,2:52:10,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.7042553191,21,51,40,1952
293,3/20/2024,2:52:55,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5167553191,21,49,29,1950
294,3/20/2024,2:53:22,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.7910638298,21,48,44,1949
295,3/20/2024,2:54:19,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.6069915254,22,51,30,1961
296,3/20/2024,2:54:48,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.6763020833,26,50,35,1996
297,3/20/2024,2:55:43,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.7138771186,22,48,46,1958
298,3/20/2024,2:56:03,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.7349468085,21,48,41,1949
299,3/20/2024,2:57:19,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5918067227,24,50,36,1978
300,3/20/2024,2:57:55,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.485106383,21,49,32,1950
301,3/20/2024,2:58:47,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5242553191,21,48,32,1949
302,3/20/2024,2:59:53,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.3953256303,24,38,39,1966
303,3/20/2024,3:01:04,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.2575949367,23,53,33,1972
304,3/20/2024,3:02:39,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.3950207469,27,44,32,1999
305,3/20/2024,3:02:56,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.2345338983,22,49,41,1959
306,3/20/2024,3:03:16,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5224576271,22,44,36,1954
307,3/20/2024,3:04:19,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5991489362,21,48,32,1949
308,3/20/2024,3:04:55,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5195121951,32,49,36,2049
309,3/20/2024,3:05:28,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5982978723,21,50,38,1951
310,3/20/2024,3:06:11,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.564565678,22,50,33,1960
311,3/20/2024,3:07:06,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5444620253,23,50,31,1969
312,3/20/2024,3:07:54,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.7708333333,20,48,39,1940
313,3/20/2024,3:08:11,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5616326531,31,50,32,2041
314,3/20/2024,3:09:08,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.6497933884,28,50,34,2014
315,3/20/2024,3:09:56,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.6807098765,29,48,33,2021
316,3/20/2024,3:10:17,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5585443038,23,49,30,1968
317,3/20/2024,3:11:28,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.4412289916,24,48,31,1976
318,3/20/2024,3:12:26,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5893229167,26,47,31,1993
319,3/20/2024,3:12:58,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.6108122363,23,49,37,1968
320,3/20/2024,3:13:36,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5096991701,27,47,31,2002
321,3/20/2024,3:14:04,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5865546218,24,51,32,1979
322,3/20/2024,3:29:32,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.6359832636,25,45,32,1982
323,3/20/2024,3:30:27,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.4265756303,24,56,31,1984
324,3/20/2024,3:31:19,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5833333333,23,49,28,1968
325,3/20/2024,3:31:58,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5862869198,23,51,28,1970
326,3/20/2024,3:32:27,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.531197479,24,48,26,1976
327,3/20/2024,3:33:31,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5175420168,24,50,26,1978
328,3/20/2024,3:34:18,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.6288702929,25,49,36,1986
329,3/20/2024,3:34:57,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.4745762712,22,49,28,1959
330,3/20/2024,3:35:27,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.6025104603,25,49,30,1986
331,3/20/2024,3:35:59,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5016877637,23,46,29,1965
332,3/20/2024,3:36:25,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.6164029536,23,51,29,1970
333,3/20/2024,3:37:29,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.8699579832,24,49,41,1977
334,3/20/2024,3:38:40,Video,YouTube,180.244.128.30,192.168.0.112,TCP,3,0.5432707458,24,49,25,1982.729188
335,3/20/2024,3:39:19,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.6458333333,26,48,31,1994
336,3/20/2024,3:40:23,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.3855371901,28,50,24,2014
337,3/20/2024,3:41:19,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.4461864407,22,48,24,1958
338,3/20/2024,3:41:57,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5635504202,24,49,29,1977
339,3/20/2024,3:42:31,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.5330882353,24,49,35,1977
340,3/20/2024,3:43:27,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.4962025316,23,50,28,1969
341,3/20/2024,3:44:49,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.9075630252,24,46,45,1974
342,3/20/2024,3:45:24,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.751371308,23,47,34,1966
343,3/20/2024,3:46:29,Video,YouTube,180.244.128.30,192.168.0.112,TCP,0,0.6678571429,24,49,34,1977
344,3/20/2024,8:11:45,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,0,34.6,60.96,11.39,150,64
345,3/20/2024,12:30:04,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,1.566322314,28,252,42,2216
346,3/20/2024,12:32:10,Video,YouTube,180.253.248.223,192.168.1.51,TCP,3,1.230360313,26,31,33,1982.777332
347,3/20/2024,12:35:17,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,1.121008403,24,340,32,2268
348,3/20/2024,12:36:18,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,1.242991632,25,361,34,2298
349,3/20/2024,12:36:58,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,1.057142857,24,185,32,2113
350,3/20/2024,12:37:21,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,1.198319328,24,4,32,1932
351,3/20/2024,12:38:11,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,1.154621849,24,3,32,1931
352,3/20/2024,12:39:19,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,1.253230932,22,342,33,2252
353,3/20/2024,12:42:28,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,0.8967741935,34,3,32,2021
354,3/20/2024,12:46:24,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,1.139748954,25,341,32,2278
355,3/20/2024,12:47:32,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,1.136035565,25,8,29,1945
356,3/20/2024,12:49:18,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,1.121590909,28,17,33,1981
357,3/20/2024,12:49:57,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,0.8940871369,27,342,34,2297
358,3/20/2024,12:50:12,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,1.265,26,7,33,1953
359,3/20/2024,12:51:22,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,0.9989495798,24,173,30,2101
360,3/20/2024,12:51:55,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,1.153333333,26,17,32,1963
361,3/20/2024,12:52:15,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,1.556485356,25,44,32,1981
362,3/20/2024,12:53:27,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,4.015884477,63,58,103,2337
363,3/20/2024,12:54:12,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,2.262783019,51,186,49,2357
364,3/20/2024,12:54:56,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,1.779569328,24,10,31,1938
365,3/20/2024,12:55:48,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,1.39958159,25,40,30,1977
366,3/20/2024,12:56:13,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,4.103842756,69,2,91,2335
367,3/20/2024,12:56:56,Video,YouTube,180.253.248.223,192.168.1.51,TCP,0,2.553012048,35,17,52,2044
368,3/20/2024,12:57:13,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,3,0.7221573661,10,4,20,1811.392177
369,3/20/2024,12:59:16,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.7188888889,11,341,20,2152
370,3/20/2024,13:00:04,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,1.872509225,57,12,68,2237
371,3/20/2024,13:01:02,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.6294642857,10,1,20,1803
372,3/20/2024,13:02:17,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.5365638767,13,4,21,1833
373,3/20/2024,13:03:07,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.387,11,3,18,1814
374,3/20/2024,13:04:12,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.6348684211,14,34,20,1872
375,3/20/2024,13:04:51,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.7388888889,11,38,20,1849
376,3/20/2024,13:05:11,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,1.521186441,22,356,40,2266
377,3/20/2024,13:06:17,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,1.047844828,18,35,26,1909
378,3/20/2024,13:07:21,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,1.045353982,12,36,28,1856
379,3/20/2024,13:08:38,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,1.118027888,37,36,50,2081
380,3/20/2024,13:09:19,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.7568333333,11,34,19,1845
381,3/20/2024,13:10:24,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,1.685891544,58,35,55,2269
382,3/20/2024,13:10:58,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.5827433628,12,36,24,1856
383,3/20/2024,13:11:25,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.5678571429,10,37,16,1839
384,3/20/2024,13:12:59,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.4644444444,11,50,19,1861
385,3/20/2024,13:13:12,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,1.448854962,48,62,52,2206
386,3/20/2024,13:14:18,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,1.758736059,55,38,57,2245
387,3/20/2024,13:15:03,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.4757743363,12,40,17,1860
388,3/20/2024,13:16:17,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.634,11,343,18,2154
389,3/20/2024,13:17:07,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.4936393805,12,49,17,1869
390,3/20/2024,13:17:54,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.6376681614,9,10,18,1803
391,3/20/2024,13:18:02,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.5275862069,18,3,18,1877
392,3/20/2024,13:19:44,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.4268973214,10,2,18,1804
393,3/20/2024,13:20:17,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.7503348214,10,340,18,2142
394,3/20/2024,13:21:09,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.6998333333,11,5,17,1816
395,3/20/2024,13:21:52,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.6732142857,10,4,16,1806
396,3/20/2024,13:22:21,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,1.451059322,22,7,36,1917
397,3/20/2024,13:23:18,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.625862069,18,20,16,1894
398,3/20/2024,13:23:56,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.5243478261,16,17,18,1873
399,3/20/2024,13:24:27,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,3,0.6967971239,12,3,18,1828.440321
400,3/20/2024,13:25:21,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.402,11,7,18,1818
401,3/20/2024,13:27:11,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.6796460177,12,2,16,1822
402,3/20/2024,13:27:52,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.84030837,13,27,20,1856
403,3/20/2024,13:28:02,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.9318965517,18,29,23,1903
404,3/20/2024,13:28:58,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.78930131,15,35,20,1882
405,3/20/2024,13:29:34,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.7301762115,13,36,20,1865
406,3/20/2024,13:30:15,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.8495575221,12,40,20,1860
407,3/20/2024,13:31:39,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.7671806167,13,35,18,1864
408,3/20/2024,13:32:25,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.8827731092,24,205,22,2133
409,3/20/2024,13:32:59,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.8242358079,15,39,20,1886
410,3/20/2024,13:33:13,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,1.140909091,17,36,28,1901
411,3/20/2024,13:35:19,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.660472973,8,35,17,1819
412,3/20/2024,13:36:10,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.7896995708,19,36,20,1919
413,3/20/2024,13:36:57,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.8058035714,10,35,19,1837
414,3/20/2024,13:37:29,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.8002183406,15,39,20,1886
415,3/20/2024,13:38:23,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.5453539823,12,34,20,1854
416,3/20/2024,13:39:29,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,0,0.72,11,36,20,1847
417,3/20/2024,13:39:57,Video,TiktTok,180.253.248.223,192.168.1.51,TCP,3,1.622369205,47,36,61,2177.282849
418,3/20/2024,13:49:21,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,3.502430556,110,176,131,2878
419,3/20/2024,13:50:13,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,4.033536585,114,52,144,2790
420,3/20/2024,13:50:54,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,4.762850467,107,33,162,2708
421,3/20/2024,13:51:32,Game,Xbox,180.253.248.223,192.168.1.51,TCP,10,2.823723054,120,22,146,2840.989899
422,3/20/2024,13:53:21,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,2.723769231,111,5,111,2716
423,3/20/2024,13:57:03,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,2.284662577,112,17,112,2737
424,3/20/2024,13:57:59,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,2.923056402,114,7,111,2745
425,3/20/2024,13:58:04,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,2.588923077,111,1,112,2712
426,3/20/2024,13:59:07,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,2.908024691,110,172,112,2874
427,3/20/2024,14:01:23,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,3.365443425,113,21,124,2750
428,3/20/2024,14:02:24,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,1.774380805,109,343,131,3036
429,3/20/2024,14:02:51,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,1.755882353,109,43,114,2736
430,3/20/2024,14:03:19,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,1.416176471,109,32,114,2725
431,3/20/2024,14:04:25,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,1.764076923,111,355,142,3066
432,3/20/2024,14:06:13,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,1.375385802,110,29,115,2731
433,3/20/2024,14:06:55,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,3.744891641,109,22,144,2715
434,3/20/2024,14:07:32,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,3.01091954,134,253,124,3171
435,3/20/2024,14:08:31,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,2.730275229,113,25,144,2754
436,3/20/2024,14:09:21,Game,Xbox,180.253.248.223,192.168.1.51,TCP,3,3.450597721,148,44,195,3096.714142
437,3/20/2024,14:10:11,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,5.724077869,152,308,161,3388
438,3/20/2024,14:11:03,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,5.094863014,151,81,145,3152
439,3/20/2024,14:20:21,Game,Xbox,180.253.248.223,192.168.1.51,TCP,3,6.836659077,111,45,176,2763.82347
440,3/20/2024,14:48:02,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,3.706192661,113,23,113,2752
441,3/20/2024,14:49:19,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,4.178395062,110,41,112,2743
442,3/20/2024,14:49:55,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,4.264814815,110,16,112,2718
443,3/20/2024,14:50:21,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,4.506153251,109,2,111,2695
444,3/20/2024,14:51:24,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,4.350925926,110,6,111,2708
445,3/20/2024,14:51:53,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,4.338078704,110,18,111,2720
446,3/20/2024,14:53:21,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,4.211854103,115,40,124,2787
447,3/20/2024,14:53:58,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,3.661458333,110,21,111,2723
448,3/20/2024,14:54:17,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,4.083409091,116,347,113,3103
449,3/20/2024,14:55:25,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,5.495845921,117,25,135,2790
450,3/20/2024,14:56:32,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,3.855038462,111,12,113,2723
451,3/20/2024,14:56:59,Game,Xbox,180.253.248.223,192.168.1.51,TCP,0,4.644740854,114,36,111,2774
452,3/20/2024,14:57:48,Game,Xbox,180.253.248.223,192.168.1.51,TCP,3,6.072219325,112,3,152,2730.847543
